TaskName,GenerationTime,TaskID,TaskSize,CyclesPerBit,TransBitRate,DDL,SrcName
t22254,22264.0,22254,54,616,10,48,n14
t22255,22264.0,22255,40,525,40,34,n31
t22256,22264.0,22256,98,335,10,29,n35
t22257,22264.0,22257,42,499,30,48,n47
t22258,22265.0,22258,80,835,20,29,n13
t22259,22267.0,22259,49,476,40,21,n13
t22260,22268.0,22260,35,392,10,67,n16
t22261,22270.0,22261,51,174,20,75,n23
t22262,22270.0,22262,59,758,40,95,n44
t22263,22273.0,22263,75,459,40,82,n0
t22264,22275.0,22264,32,140,40,74,n34
t22265,22277.0,22265,80,621,30,80,n17
t22266,22278.0,22266,36,292,40,39,n16
t22267,22279.0,22267,79,885,10,64,n13
t22268,22280.0,22268,52,155,20,37,n5
t22269,22281.0,22269,27,704,10,82,n32
t22270,22281.0,22270,51,116,20,38,n43
t22271,22282.0,22271,51,660,40,55,n4
t22272,22282.0,22272,69,115,10,43,n35
t22273,22282.0,22273,37,168,40,56,n44
t22274,22283.0,22274,61,703,30,34,n1
t22275,22283.0,22275,73,294,30,62,n35
t22276,22284.0,22276,92,727,20,35,n8
t22277,22284.0,22277,64,574,40,71,n11
t22278,22285.0,22278,27,192,40,89,n24
t22279,22285.0,22279,75,340,40,67,n38
t22280,22285.0,22280,32,652,40,93,n39
t22281,22286.0,22281,71,317,10,68,n32
t22282,22287.0,22282,90,135,40,34,n37
t22283,22288.0,22283,94,104,10,41,n36
t22284,22289.0,22284,46,669,10,24,n32
t22285,22290.0,22285,74,375,40,42,n30
t22286,22291.0,22286,27,841,30,49,n11
t22287,22292.0,22287,100,668,10,55,n28
t22288,22292.0,22288,47,813,40,88,n49
t22289,22293.0,22289,32,282,30,84,n9
t22290,22293.0,22290,58,312,20,73,n25
t22291,22293.0,22291,54,611,20,53,n34
t22292,22294.0,22292,11,186,10,68,n28
t22293,22296.0,22293,16,295,20,99,n15
t22294,22296.0,22294,86,460,10,97,n16
t22295,22296.0,22295,86,932,40,84,n41
t22296,22298.0,22296,59,695,40,70,n12
t22297,22298.0,22297,24,131,20,46,n12
t22298,22298.0,22298,56,933,20,51,n33
t22299,22303.0,22299,45,488,10,28,n29
t22300,22304.0,22300,94,323,10,26,n48
t22301,22306.0,22301,63,712,40,99,n34
t22302,22306.0,22302,46,619,40,24,n36
t22303,22309.0,22303,43,872,30,45,n7
t22304,22309.0,22304,62,227,40,72,n38
t22305,22310.0,22305,71,646,20,86,n3
t22306,22310.0,22306,13,783,30,82,n35
t22307,22311.0,22307,82,646,10,21,n28
t22308,22313.0,22308,82,807,40,78,n6
t22309,22313.0,22309,26,432,30,79,n46
t22310,22316.0,22310,34,663,10,22,n0
t22311,22317.0,22311,67,879,40,39,n6
t22312,22318.0,22312,76,557,10,57,n0
t22313,22324.0,22313,93,808,20,64,n1
t22314,22324.0,22314,42,205,40,53,n28
t22315,22324.0,22315,67,276,20,69,n42
t22316,22326.0,22316,36,379,20,76,n4
t22317,22327.0,22317,10,202,20,38,n5
t22318,22329.0,22318,81,742,10,96,n3
t22319,22330.0,22319,41,546,30,31,n10
t22320,22332.0,22320,90,296,20,71,n20
t22321,22332.0,22321,98,111,40,76,n26
t22322,22335.0,22322,90,294,20,85,n39
t22323,22340.0,22323,67,276,30,40,n21
t22324,22341.0,22324,88,302,30,51,n13
t22325,22342.0,22325,75,482,10,30,n29
t22326,22343.0,22326,38,712,30,93,n1
t22327,22345.0,22327,10,379,20,37,n37
t22328,22347.0,22328,80,981,40,38,n14
t22329,22348.0,22329,34,138,40,38,n30
t22330,22348.0,22330,17,922,40,40,n33
t22331,22348.0,22331,41,182,10,31,n49
t22332,22350.0,22332,10,473,30,85,n0
t22333,22350.0,22333,42,950,30,29,n47
t22334,22352.0,22334,68,255,10,50,n21
t22335,22352.0,22335,21,992,20,88,n46
t22336,22353.0,22336,76,343,40,33,n4
t22337,22353.0,22337,95,582,30,80,n42
t22338,22354.0,22338,97,717,40,45,n32
t22339,22356.0,22339,32,282,20,26,n38
t22340,22356.0,22340,72,442,30,47,n47
t22341,22357.0,22341,70,532,20,53,n31
t22342,22358.0,22342,97,512,10,75,n34
t22343,22358.0,22343,63,588,20,68,n43
t22344,22361.0,22344,99,391,30,26,n21
t22345,22361.0,22345,45,407,20,34,n30
t22346,22363.0,22346,28,923,10,60,n48
t22347,22366.0,22347,73,409,20,26,n0
t22348,22366.0,22348,28,486,40,35,n17
t22349,22366.0,22349,93,396,30,80,n49
t22350,22367.0,22350,61,602,10,42,n38
t22351,22368.0,22351,49,961,10,78,n0
t22352,22368.0,22352,97,103,20,71,n25
t22353,22369.0,22353,19,633,10,41,n32
t22354,22371.0,22354,82,541,20,81,n11
t22355,22371.0,22355,71,568,30,59,n27
t22356,22371.0,22356,93,156,40,23,n38
t22357,22372.0,22357,72,131,30,100,n4
t22358,22372.0,22358,25,399,10,44,n10
t22359,22374.0,22359,34,154,30,22,n46
t22360,22375.0,22360,35,101,30,89,n5
t22361,22375.0,22361,17,972,30,36,n9
t22362,22376.0,22362,59,903,40,75,n27
t22363,22376.0,22363,83,611,10,88,n49
t22364,22379.0,22364,49,923,30,44,n19
t22365,22379.0,22365,74,356,40,88,n21
t22366,22381.0,22366,12,555,20,31,n3
t22367,22383.0,22367,12,460,30,71,n48
t22368,22384.0,22368,83,244,10,26,n18
t22369,22387.0,22369,40,551,10,53,n8
t22370,22387.0,22370,87,186,10,59,n13
t22371,22388.0,22371,32,550,20,78,n15
t22372,22388.0,22372,62,593,40,50,n29
t22373,22392.0,22373,84,914,30,54,n5
t22374,22392.0,22374,90,429,10,41,n21
t22375,22392.0,22375,90,687,10,24,n26
t22376,22393.0,22376,31,169,30,35,n46
t22377,22395.0,22377,78,205,30,69,n18
t22378,22395.0,22378,13,524,40,38,n22
t22379,22395.0,22379,46,122,40,49,n43
t22380,22395.0,22380,13,793,10,79,n49
t22381,22396.0,22381,55,770,20,86,n25
t22382,22396.0,22382,78,493,10,85,n34
t22383,22397.0,22383,34,760,10,48,n22
t22384,22398.0,22384,52,736,40,82,n20
t22385,22398.0,22385,56,660,40,54,n41
t22386,22399.0,22386,22,665,30,30,n46
t22387,22400.0,22387,54,658,10,93,n5
t22388,22400.0,22388,72,469,10,45,n10
t22389,22400.0,22389,54,947,20,38,n17
t22390,22400.0,22390,54,880,10,39,n20
t22391,22400.0,22391,55,906,20,50,n38
t22392,22400.0,22392,21,146,10,54,n44
t22393,22400.0,22393,73,965,40,63,n49
t22394,22401.0,22394,71,592,20,98,n13
t22395,22402.0,22395,34,430,40,68,n14
t22396,22402.0,22396,39,658,10,85,n18
t22397,22402.0,22397,97,824,20,43,n44
t22398,22403.0,22398,26,866,40,99,n22
t22399,22406.0,22399,46,689,30,71,n11
t22400,22407.0,22400,19,862,20,63,n20
t22401,22409.0,22401,78,907,30,20,n32
t22402,22411.0,22402,91,346,30,58,n39
t22403,22413.0,22403,97,397,30,52,n36
t22404,22413.0,22404,53,482,10,64,n44
t22405,22413.0,22405,34,802,40,52,n48
t22406,22415.0,22406,52,245,10,39,n28
t22407,22415.0,22407,56,600,30,25,n48
t22408,22417.0,22408,85,470,20,63,n6
t22409,22418.0,22409,78,453,30,98,n19
t22410,22418.0,22410,69,922,10,22,n45
t22411,22419.0,22411,20,434,40,70,n38
t22412,22420.0,22412,51,206,30,44,n2
t22413,22420.0,22413,38,624,40,73,n19
t22414,22420.0,22414,56,987,20,53,n25
t22415,22421.0,22415,49,210,30,23,n28
t22416,22422.0,22416,77,120,20,68,n6
t22417,22424.0,22417,82,699,40,30,n17
t22418,22424.0,22418,44,604,30,62,n29
t22419,22425.0,22419,39,319,30,89,n21
t22420,22428.0,22420,52,319,20,71,n10
t22421,22428.0,22421,64,221,10,28,n25
t22422,22428.0,22422,69,141,30,97,n44
t22423,22429.0,22423,77,397,20,100,n29
t22424,22429.0,22424,58,193,30,63,n34
t22425,22430.0,22425,91,180,10,54,n7
t22426,22431.0,22426,82,487,40,70,n35
t22427,22432.0,22427,31,164,20,29,n2
t22428,22432.0,22428,68,895,30,33,n3
t22429,22434.0,22429,42,297,20,69,n37
t22430,22435.0,22430,45,857,40,83,n0
t22431,22435.0,22431,38,202,20,97,n0
t22432,22436.0,22432,100,138,40,35,n30
t22433,22436.0,22433,95,526,40,66,n41
t22434,22437.0,22434,40,445,10,65,n16
t22435,22439.0,22435,17,628,40,49,n7
t22436,22440.0,22436,24,790,10,94,n2
t22437,22440.0,22437,98,329,40,70,n15
t22438,22441.0,22438,43,761,40,87,n21
t22439,22446.0,22439,51,124,30,80,n24
t22440,22446.0,22440,79,347,20,45,n37
t22441,22447.0,22441,79,237,10,82,n10
t22442,22447.0,22442,10,558,20,36,n38
t22443,22448.0,22443,73,290,20,97,n13
t22444,22448.0,22444,19,590,20,72,n25
t22445,22451.0,22445,48,728,20,89,n8
t22446,22452.0,22446,73,109,20,29,n12
t22447,22452.0,22447,54,139,20,60,n13
t22448,22452.0,22448,88,180,40,24,n23
t22449,22452.0,22449,33,362,30,46,n37
t22450,22453.0,22450,12,838,40,75,n11
t22451,22454.0,22451,48,848,40,30,n29
t22452,22454.0,22452,93,714,40,81,n31
t22453,22455.0,22453,64,508,40,95,n4
t22454,22455.0,22454,50,453,40,32,n5
t22455,22457.0,22455,41,243,20,73,n13
t22456,22457.0,22456,20,143,40,98,n20
t22457,22457.0,22457,88,494,10,64,n28
t22458,22460.0,22458,42,297,10,96,n11
t22459,22460.0,22459,41,528,20,93,n16
t22460,22461.0,22460,49,702,40,65,n1
t22461,22461.0,22461,63,193,30,35,n17
t22462,22463.0,22462,34,600,40,34,n8
t22463,22463.0,22463,30,935,30,36,n23
t22464,22463.0,22464,84,505,30,32,n36
t22465,22465.0,22465,26,384,10,98,n17
t22466,22465.0,22466,93,963,40,40,n29
t22467,22466.0,22467,42,399,40,26,n2
t22468,22466.0,22468,82,971,10,20,n15
t22469,22467.0,22469,97,112,40,32,n2
t22470,22467.0,22470,24,168,20,41,n10
t22471,22467.0,22471,11,913,40,59,n34
t22472,22467.0,22472,51,440,40,96,n40
t22473,22468.0,22473,97,541,30,46,n48
t22474,22469.0,22474,22,921,10,32,n4
t22475,22472.0,22475,83,243,20,63,n37
t22476,22473.0,22476,29,842,20,56,n19
t22477,22475.0,22477,92,539,30,43,n45
t22478,22477.0,22478,84,530,40,55,n35
t22479,22478.0,22479,18,510,20,49,n2
t22480,22478.0,22480,15,815,10,34,n24
t22481,22478.0,22481,72,345,30,77,n25
t22482,22479.0,22482,24,298,20,51,n3
t22483,22480.0,22483,86,152,20,54,n4
t22484,22480.0,22484,88,412,30,37,n38
t22485,22482.0,22485,77,801,40,66,n0
t22486,22482.0,22486,39,684,10,39,n43
t22487,22484.0,22487,83,745,20,80,n7
t22488,22489.0,22488,61,282,10,57,n23
t22489,22492.0,22489,31,811,30,36,n17
t22490,22493.0,22490,81,482,10,85,n39
t22491,22494.0,22491,73,550,30,30,n19
t22492,22495.0,22492,41,357,10,87,n5
t22493,22495.0,22493,26,380,40,63,n6
t22494,22496.0,22494,49,299,30,98,n49
t22495,22498.0,22495,95,381,20,23,n25
t22496,22499.0,22496,38,124,40,42,n16
t22497,22502.0,22497,53,891,20,100,n24
t22498,22503.0,22498,75,995,20,76,n18
t22499,22504.0,22499,17,223,20,31,n37
t22500,22504.0,22500,92,794,10,35,n37
t22501,22506.0,22501,22,559,20,49,n19
t22502,22507.0,22502,83,449,30,54,n49
t22503,22508.0,22503,49,755,10,70,n11
t22504,22509.0,22504,63,666,30,72,n35
t22505,22510.0,22505,50,673,10,94,n4
t22506,22514.0,22506,48,913,10,80,n35
t22507,22519.0,22507,84,643,20,88,n42
t22508,22519.0,22508,61,888,40,40,n48
t22509,22520.0,22509,16,443,40,42,n7
t22510,22520.0,22510,81,134,10,53,n29
t22511,22521.0,22511,87,613,40,46,n2
t22512,22521.0,22512,66,563,10,21,n3
t22513,22521.0,22513,78,564,20,54,n31
t22514,22521.0,22514,73,120,40,75,n37
t22515,22521.0,22515,47,789,20,97,n45
t22516,22522.0,22516,91,372,30,20,n48
t22517,22528.0,22517,92,888,20,27,n7
t22518,22528.0,22518,74,367,30,60,n22
t22519,22528.0,22519,64,804,40,51,n26
t22520,22529.0,22520,87,778,30,91,n35
t22521,22529.0,22521,60,235,30,91,n48
t22522,22530.0,22522,36,877,10,64,n0
t22523,22530.0,22523,94,251,30,90,n10
t22524,22530.0,22524,100,868,10,95,n16
t22525,22530.0,22525,14,663,40,80,n17
t22526,22531.0,22526,11,403,30,73,n5
t22527,22532.0,22527,57,877,20,78,n22
t22528,22532.0,22528,42,545,30,59,n36
t22529,22535.0,22529,72,693,20,45,n5
t22530,22537.0,22530,75,412,10,33,n27
t22531,22537.0,22531,50,170,10,34,n27
t22532,22537.0,22532,28,801,30,88,n43
t22533,22538.0,22533,60,999,10,71,n24
t22534,22540.0,22534,47,939,20,86,n6
t22535,22541.0,22535,99,912,40,88,n3
t22536,22541.0,22536,42,178,40,49,n5
t22537,22541.0,22537,65,334,30,66,n48
t22538,22542.0,22538,91,538,10,23,n1
t22539,22542.0,22539,68,812,40,74,n38
t22540,22544.0,22540,33,303,10,77,n34
t22541,22545.0,22541,70,598,40,48,n24
t22542,22548.0,22542,49,993,30,88,n0
t22543,22548.0,22543,50,898,10,77,n8
t22544,22548.0,22544,64,256,20,52,n37
t22545,22552.0,22545,18,351,30,75,n42
t22546,22553.0,22546,70,246,20,33,n25
t22547,22555.0,22547,77,574,40,74,n1
t22548,22555.0,22548,18,943,10,58,n1
t22549,22555.0,22549,29,366,20,34,n30
t22550,22557.0,22550,82,436,40,98,n17
t22551,22559.0,22551,24,148,40,74,n17
t22552,22559.0,22552,45,110,10,58,n25
t22553,22560.0,22553,68,644,20,39,n0
t22554,22560.0,22554,92,914,30,86,n26
t22555,22562.0,22555,28,181,10,98,n9
t22556,22562.0,22556,17,552,10,39,n14
t22557,22562.0,22557,100,218,20,76,n30
t22558,22563.0,22558,18,811,10,43,n36
t22559,22564.0,22559,95,584,10,52,n29
t22560,22565.0,22560,89,579,40,99,n43
t22561,22567.0,22561,52,188,40,99,n22
t22562,22568.0,22562,53,971,30,64,n25
t22563,22568.0,22563,62,681,40,55,n49
t22564,22569.0,22564,66,850,40,41,n9
t22565,22571.0,22565,30,352,20,93,n26
t22566,22571.0,22566,31,714,30,78,n44
t22567,22573.0,22567,42,571,10,91,n24
t22568,22578.0,22568,75,959,20,93,n9
t22569,22578.0,22569,70,845,30,61,n11
t22570,22582.0,22570,62,485,40,58,n22
t22571,22582.0,22571,42,853,10,35,n47
t22572,22585.0,22572,83,768,10,24,n33
t22573,22585.0,22573,17,553,40,68,n46
t22574,22588.0,22574,40,760,40,82,n9
t22575,22589.0,22575,20,182,30,55,n4
t22576,22589.0,22576,83,166,40,22,n23
t22577,22589.0,22577,15,217,30,78,n32
t22578,22589.0,22578,79,964,10,30,n33
t22579,22592.0,22579,22,764,40,56,n3
t22580,22593.0,22580,40,156,10,27,n33
t22581,22594.0,22581,23,299,20,58,n4
t22582,22594.0,22582,90,136,40,78,n20
t22583,22594.0,22583,60,290,30,59,n37
t22584,22595.0,22584,25,873,30,37,n9
t22585,22595.0,22585,48,415,40,53,n39
t22586,22595.0,22586,68,975,10,79,n49
t22587,22596.0,22587,32,264,40,94,n16
t22588,22598.0,22588,65,738,40,67,n37
t22589,22599.0,22589,21,881,30,86,n12
t22590,22599.0,22590,82,482,20,74,n44
t22591,22600.0,22591,87,548,20,30,n6
t22592,22600.0,22592,12,355,10,59,n42
t22593,22601.0,22593,86,867,40,77,n30
t22594,22603.0,22594,11,982,20,64,n40
t22595,22603.0,22595,80,730,30,69,n47
t22596,22604.0,22596,62,733,30,84,n18
t22597,22604.0,22597,21,279,10,52,n41
t22598,22606.0,22598,28,347,40,91,n14
t22599,22606.0,22599,92,189,10,68,n48
t22600,22607.0,22600,35,773,30,20,n23
t22601,22607.0,22601,37,813,30,98,n25
t22602,22607.0,22602,85,999,40,80,n40
t22603,22608.0,22603,10,889,30,98,n2
t22604,22609.0,22604,21,834,40,27,n15
t22605,22611.0,22605,74,884,20,41,n48
t22606,22614.0,22606,31,974,20,37,n14
t22607,22617.0,22607,12,242,30,97,n23
t22608,22617.0,22608,26,725,10,99,n34
t22609,22618.0,22609,58,361,30,56,n6
t22610,22618.0,22610,36,512,20,58,n24
t22611,22619.0,22611,62,756,20,66,n37
t22612,22623.0,22612,31,122,30,49,n26
t22613,22623.0,22613,68,384,30,39,n39
t22614,22624.0,22614,76,101,30,59,n31
t22615,22624.0,22615,96,483,30,37,n48
t22616,22625.0,22616,77,616,40,24,n26
t22617,22626.0,22617,25,887,30,100,n0
t22618,22626.0,22618,68,908,40,48,n12
t22619,22626.0,22619,49,744,40,29,n21
t22620,22627.0,22620,25,570,30,77,n43
t22621,22628.0,22621,49,344,20,49,n11
t22622,22629.0,22622,82,585,20,42,n33
t22623,22631.0,22623,30,937,30,68,n30
t22624,22631.0,22624,56,680,30,55,n45
t22625,22632.0,22625,61,134,20,35,n16
t22626,22632.0,22626,22,132,10,39,n46
t22627,22633.0,22627,28,387,10,78,n18
t22628,22634.0,22628,47,353,40,78,n18
t22629,22635.0,22629,86,287,10,84,n11
t22630,22635.0,22630,24,341,10,70,n12
t22631,22635.0,22631,62,908,20,59,n16
t22632,22635.0,22632,26,784,30,61,n20
t22633,22637.0,22633,52,591,30,49,n7
t22634,22637.0,22634,88,547,20,95,n11
t22635,22637.0,22635,70,606,30,81,n37
t22636,22640.0,22636,22,309,40,92,n39
t22637,22640.0,22637,37,837,40,72,n46
t22638,22641.0,22638,43,734,20,97,n6
t22639,22642.0,22639,43,307,10,23,n15
t22640,22643.0,22640,25,669,10,66,n33
t22641,22644.0,22641,71,749,20,95,n15
t22642,22644.0,22642,65,544,10,73,n20
t22643,22644.0,22643,98,436,20,30,n20
t22644,22645.0,22644,59,127,10,69,n9
t22645,22645.0,22645,47,505,40,41,n16
t22646,22655.0,22646,18,888,10,86,n28
t22647,22655.0,22647,95,423,40,36,n44
t22648,22656.0,22648,49,261,40,20,n14
t22649,22657.0,22649,95,756,10,26,n47
t22650,22658.0,22650,40,915,40,81,n19
t22651,22658.0,22651,61,609,20,80,n34
t22652,22659.0,22652,83,631,10,98,n8
t22653,22660.0,22653,50,204,30,52,n27
t22654,22661.0,22654,67,544,30,82,n22
t22655,22661.0,22655,92,124,10,44,n23
t22656,22663.0,22656,30,744,30,39,n40
t22657,22664.0,22657,25,607,10,78,n3
t22658,22664.0,22658,99,456,10,50,n7
t22659,22665.0,22659,24,477,40,24,n13
t22660,22665.0,22660,12,620,10,25,n33
t22661,22666.0,22661,13,155,40,92,n16
t22662,22666.0,22662,32,791,10,55,n33
t22663,22667.0,22663,30,863,30,44,n39
t22664,22668.0,22664,60,650,10,31,n42
t22665,22668.0,22665,30,164,30,41,n48
t22666,22669.0,22666,24,125,20,85,n4
t22667,22669.0,22667,58,219,30,21,n4
t22668,22669.0,22668,48,165,20,100,n21
t22669,22670.0,22669,34,857,40,37,n16
t22670,22670.0,22670,98,776,30,38,n44
t22671,22671.0,22671,27,486,20,32,n47
t22672,22672.0,22672,41,325,30,65,n8
t22673,22674.0,22673,69,689,20,41,n41
t22674,22674.0,22674,82,351,10,82,n46
t22675,22676.0,22675,15,361,30,47,n2
t22676,22676.0,22676,92,137,40,65,n3
t22677,22676.0,22677,87,783,20,73,n4
t22678,22676.0,22678,20,785,20,65,n7
t22679,22677.0,22679,73,343,10,96,n7
t22680,22678.0,22680,68,204,20,59,n10
t22681,22679.0,22681,79,103,10,79,n19
t22682,22682.0,22682,73,951,10,66,n26
t22683,22683.0,22683,30,169,40,72,n22
t22684,22683.0,22684,52,626,30,60,n33
t22685,22683.0,22685,76,253,10,35,n39
t22686,22684.0,22686,67,126,10,42,n30
t22687,22684.0,22687,32,372,30,22,n44
t22688,22684.0,22688,61,896,40,37,n47
t22689,22687.0,22689,67,504,10,79,n25
t22690,22688.0,22690,64,853,30,71,n14
t22691,22688.0,22691,39,925,30,94,n38
t22692,22689.0,22692,83,882,10,28,n7
t22693,22689.0,22693,35,577,20,90,n15
t22694,22689.0,22694,14,485,30,72,n16
t22695,22689.0,22695,38,915,10,30,n21
t22696,22689.0,22696,53,381,40,62,n29
t22697,22689.0,22697,42,522,40,56,n35
t22698,22690.0,22698,74,386,20,63,n39
t22699,22691.0,22699,37,987,40,83,n42
t22700,22693.0,22700,40,581,40,89,n17
t22701,22694.0,22701,96,676,30,78,n5
t22702,22695.0,22702,13,367,10,61,n1
t22703,22696.0,22703,10,530,30,31,n17
t22704,22697.0,22704,78,323,20,59,n19
t22705,22698.0,22705,70,159,20,80,n26
t22706,22698.0,22706,90,731,20,85,n34
t22707,22699.0,22707,30,450,30,45,n7
t22708,22699.0,22708,28,805,20,73,n18
t22709,22701.0,22709,91,302,10,82,n27
t22710,22701.0,22710,87,923,40,94,n34
t22711,22701.0,22711,13,946,40,55,n35
t22712,22705.0,22712,70,956,40,33,n0
t22713,22705.0,22713,50,290,10,40,n18
t22714,22705.0,22714,56,572,30,46,n42
t22715,22706.0,22715,23,719,10,71,n13
t22716,22706.0,22716,16,983,10,60,n33
t22717,22709.0,22717,57,561,40,92,n29
t22718,22710.0,22718,32,246,10,72,n27
t22719,22710.0,22719,93,110,40,78,n32
t22720,22710.0,22720,81,325,10,55,n34
t22721,22710.0,22721,26,902,10,49,n47
t22722,22710.0,22722,22,109,40,99,n49
t22723,22711.0,22723,66,270,20,71,n9
t22724,22711.0,22724,14,609,20,41,n28
t22725,22713.0,22725,20,724,30,21,n1
t22726,22713.0,22726,13,658,30,27,n43
t22727,22716.0,22727,76,259,20,45,n0
t22728,22716.0,22728,69,829,30,84,n37
t22729,22720.0,22729,30,445,10,55,n10
t22730,22720.0,22730,18,560,30,54,n13
t22731,22720.0,22731,57,500,40,43,n40
t22732,22722.0,22732,50,701,20,39,n6
t22733,22722.0,22733,68,262,10,71,n25
t22734,22723.0,22734,46,854,10,25,n23
t22735,22723.0,22735,73,986,40,97,n28
t22736,22726.0,22736,49,813,40,27,n26
t22737,22726.0,22737,90,168,30,46,n31
t22738,22728.0,22738,64,893,30,62,n41
t22739,22730.0,22739,26,766,20,40,n35
t22740,22731.0,22740,33,931,10,51,n17
t22741,22732.0,22741,34,700,10,93,n2
t22742,22732.0,22742,65,329,30,36,n24
t22743,22732.0,22743,97,997,30,22,n25
t22744,22734.0,22744,24,108,40,54,n8
t22745,22734.0,22745,23,454,30,80,n13
t22746,22735.0,22746,78,553,30,70,n1
t22747,22735.0,22747,75,893,30,61,n32
t22748,22736.0,22748,33,332,20,29,n7
t22749,22736.0,22749,55,557,10,85,n14
t22750,22739.0,22750,97,146,30,53,n47
t22751,22740.0,22751,97,180,20,53,n44
t22752,22741.0,22752,54,349,20,44,n23
t22753,22741.0,22753,84,408,40,54,n48
t22754,22742.0,22754,11,499,20,74,n14
t22755,22744.0,22755,20,650,10,77,n47
t22756,22745.0,22756,72,229,40,74,n20
t22757,22746.0,22757,38,524,40,64,n30
t22758,22747.0,22758,25,237,40,29,n28
t22759,22747.0,22759,73,122,10,90,n40
t22760,22748.0,22760,69,868,30,42,n40
t22761,22749.0,22761,99,448,20,74,n32
t22762,22750.0,22762,41,728,10,76,n31
t22763,22754.0,22763,39,249,20,99,n47
t22764,22755.0,22764,44,126,30,85,n2
t22765,22756.0,22765,92,559,20,82,n1
t22766,22757.0,22766,11,439,10,49,n45
t22767,22759.0,22767,56,414,40,29,n0
t22768,22759.0,22768,43,757,40,63,n15
t22769,22759.0,22769,96,591,10,25,n43
t22770,22761.0,22770,14,311,20,40,n30
t22771,22762.0,22771,49,723,40,25,n40
t22772,22764.0,22772,22,206,40,63,n18
t22773,22765.0,22773,38,718,10,93,n7
t22774,22767.0,22774,10,591,30,81,n0
t22775,22767.0,22775,86,202,20,56,n2
t22776,22769.0,22776,80,820,40,67,n1
t22777,22770.0,22777,67,516,10,81,n10
t22778,22770.0,22778,71,780,10,37,n23
t22779,22770.0,22779,29,556,40,85,n44
t22780,22772.0,22780,82,610,40,43,n15
t22781,22772.0,22781,31,852,10,61,n22
t22782,22774.0,22782,90,833,30,24,n32
t22783,22774.0,22783,40,681,20,23,n44
t22784,22775.0,22784,51,485,10,81,n17
t22785,22775.0,22785,26,118,40,96,n28
t22786,22780.0,22786,94,292,10,32,n36
t22787,22781.0,22787,17,468,20,100,n47
t22788,22782.0,22788,40,804,20,52,n38
t22789,22783.0,22789,31,638,20,42,n10
t22790,22783.0,22790,53,710,30,84,n11
t22791,22784.0,22791,44,572,40,29,n30
t22792,22786.0,22792,18,286,30,59,n43
t22793,22787.0,22793,65,433,40,38,n19
t22794,22787.0,22794,65,110,10,94,n44
t22795,22789.0,22795,92,342,10,30,n20
t22796,22791.0,22796,70,545,30,37,n13
t22797,22791.0,22797,22,557,30,26,n22
t22798,22794.0,22798,23,572,40,49,n5
t22799,22794.0,22799,75,573,20,83,n14
t22800,22794.0,22800,65,843,30,57,n40
t22801,22798.0,22801,27,891,20,61,n44
t22802,22798.0,22802,28,967,40,98,n47
t22803,22799.0,22803,31,398,40,93,n25
t22804,22802.0,22804,32,763,30,86,n49
t22805,22803.0,22805,14,731,40,32,n7
t22806,22803.0,22806,95,494,20,24,n9
t22807,22803.0,22807,95,492,20,55,n30
t22808,22804.0,22808,38,280,40,76,n18
t22809,22804.0,22809,74,889,20,52,n24
t22810,22805.0,22810,74,571,20,26,n14
t22811,22807.0,22811,83,128,20,79,n15
t22812,22808.0,22812,48,786,30,92,n21
t22813,22808.0,22813,56,517,20,94,n38
t22814,22809.0,22814,70,920,10,71,n5
t22815,22810.0,22815,38,831,30,54,n28
t22816,22812.0,22816,78,939,40,87,n32
t22817,22813.0,22817,98,348,20,48,n17
t22818,22814.0,22818,59,691,20,20,n20
t22819,22816.0,22819,93,727,20,63,n15
t22820,22816.0,22820,28,935,40,53,n37
t22821,22818.0,22821,99,866,20,55,n48
t22822,22819.0,22822,31,572,10,20,n34
t22823,22820.0,22823,12,831,20,57,n3
t22824,22820.0,22824,45,534,10,43,n4
t22825,22821.0,22825,87,618,20,33,n21
t22826,22821.0,22826,72,250,10,32,n45
t22827,22823.0,22827,18,568,30,46,n28
t22828,22825.0,22828,46,399,20,46,n17
t22829,22825.0,22829,67,236,30,46,n35
t22830,22825.0,22830,45,962,20,37,n40
t22831,22827.0,22831,17,973,20,88,n8
t22832,22827.0,22832,86,591,10,71,n34
t22833,22828.0,22833,29,368,40,43,n5
t22834,22828.0,22834,43,540,10,58,n19
t22835,22829.0,22835,95,842,40,100,n3
t22836,22829.0,22836,90,832,30,33,n19
t22837,22829.0,22837,78,616,30,88,n23
t22838,22829.0,22838,85,200,10,94,n28
t22839,22830.0,22839,61,654,10,27,n36
t22840,22830.0,22840,24,141,10,36,n44
t22841,22832.0,22841,84,837,10,79,n11
t22842,22832.0,22842,36,755,20,44,n22
t22843,22833.0,22843,38,596,10,54,n20
t22844,22833.0,22844,81,286,40,81,n22
t22845,22833.0,22845,85,131,10,100,n30
t22846,22833.0,22846,55,566,40,55,n46
t22847,22835.0,22847,11,843,40,87,n5
t22848,22835.0,22848,19,814,20,66,n7
t22849,22836.0,22849,100,172,30,25,n45
t22850,22839.0,22850,78,715,20,93,n16
t22851,22839.0,22851,74,329,40,24,n25
t22852,22840.0,22852,49,110,30,99,n34
t22853,22841.0,22853,16,190,10,78,n24
t22854,22843.0,22854,68,243,10,45,n28
t22855,22844.0,22855,17,321,40,41,n27
t22856,22845.0,22856,87,654,30,92,n1
t22857,22846.0,22857,27,979,30,24,n3
t22858,22846.0,22858,89,786,40,45,n15
t22859,22846.0,22859,72,645,10,76,n46
