TaskName,GenerationTime,TaskID,TaskSize,CyclesPerBit,TransBitRate,DDL,SrcName
t11865,11858.0,11865,20,479,20,26,n10
t11866,11860.0,11866,57,110,10,81,n0
t11867,11860.0,11867,54,372,40,67,n0
t11868,11860.0,11868,10,229,40,23,n19
t11869,11861.0,11869,76,114,20,73,n15
t11870,11864.0,11870,54,601,30,87,n3
t11871,11865.0,11871,75,345,40,46,n4
t11872,11866.0,11872,72,737,30,93,n7
t11873,11866.0,11873,74,566,20,86,n17
t11874,11866.0,11874,82,682,10,65,n20
t11875,11868.0,11875,33,757,40,42,n7
t11876,11868.0,11876,14,705,10,96,n14
t11877,11870.0,11877,48,421,40,91,n3
t11878,11871.0,11878,26,363,30,95,n5
t11879,11872.0,11879,86,640,30,28,n19
t11880,11874.0,11880,41,885,20,37,n6
t11881,11875.0,11881,86,702,20,20,n3
t11882,11875.0,11882,38,600,40,44,n13
t11883,11876.0,11883,55,616,30,64,n0
t11884,11876.0,11884,17,288,30,51,n11
t11885,11877.0,11885,34,987,40,31,n2
t11886,11878.0,11886,27,112,10,31,n7
t11887,11879.0,11887,56,355,30,36,n11
t11888,11880.0,11888,72,446,20,45,n4
t11889,11881.0,11889,12,876,30,30,n19
t11890,11883.0,11890,54,926,10,84,n4
t11891,11883.0,11891,12,291,30,25,n16
t11892,11886.0,11892,28,431,30,95,n19
t11893,11886.0,11893,18,604,40,20,n21
t11894,11887.0,11894,80,755,10,93,n10
t11895,11887.0,11895,16,369,40,90,n24
t11896,11888.0,11896,47,449,10,59,n7
t11897,11889.0,11897,23,560,40,74,n3
t11898,11889.0,11898,92,643,20,83,n15
t11899,11891.0,11899,55,526,20,41,n18
t11900,11893.0,11900,35,113,40,71,n23
t11901,11894.0,11901,90,319,20,37,n6
t11902,11894.0,11902,50,832,30,30,n8
t11903,11894.0,11903,15,906,20,28,n18
t11904,11895.0,11904,43,757,10,52,n13
t11905,11896.0,11905,44,280,40,73,n7
t11906,11898.0,11906,45,994,20,88,n3
t11907,11899.0,11907,53,838,30,98,n1
t11908,11899.0,11908,66,627,10,52,n18
t11909,11899.0,11909,35,972,30,21,n22
t11910,11900.0,11910,19,781,30,65,n0
t11911,11901.0,11911,39,697,10,29,n19
t11912,11902.0,11912,59,803,40,77,n17
t11913,11904.0,11913,75,673,10,40,n5
t11914,11904.0,11914,91,249,30,67,n10
t11915,11905.0,11915,79,929,10,45,n9
t11916,11906.0,11916,28,867,10,100,n13
t11917,11906.0,11917,16,384,30,60,n23
t11918,11907.0,11918,71,959,40,65,n10
t11919,11910.0,11919,10,535,40,40,n21
t11920,11911.0,11920,27,583,30,98,n15
t11921,11911.0,11921,86,451,40,50,n16
t11922,11912.0,11922,67,196,20,53,n0
t11923,11912.0,11923,37,450,40,80,n16
t11924,11915.0,11924,66,402,10,30,n21
t11925,11916.0,11925,80,680,30,91,n14
t11926,11916.0,11926,75,302,10,23,n20
t11927,11917.0,11927,70,818,40,33,n4
t11928,11918.0,11928,44,186,30,27,n16
t11929,11918.0,11929,73,281,40,99,n17
t11930,11921.0,11930,48,361,40,37,n7
t11931,11923.0,11931,82,673,30,75,n24
t11932,11924.0,11932,16,272,30,91,n0
t11933,11924.0,11933,43,587,10,75,n6
t11934,11924.0,11934,37,189,20,54,n7
t11935,11925.0,11935,51,820,40,99,n8
t11936,11925.0,11936,76,716,10,52,n21
t11937,11927.0,11937,17,357,20,73,n8
t11938,11929.0,11938,69,515,40,83,n9
t11939,11929.0,11939,30,922,30,23,n22
t11940,11930.0,11940,53,656,30,85,n10
t11941,11931.0,11941,72,715,30,67,n7
t11942,11932.0,11942,75,621,10,84,n9
t11943,11932.0,11943,50,651,10,33,n24
t11944,11933.0,11944,29,585,40,39,n3
t11945,11933.0,11945,88,372,10,23,n4
t11946,11933.0,11946,48,286,20,61,n17
t11947,11934.0,11947,39,200,10,92,n8
t11948,11934.0,11948,36,615,20,20,n16
t11949,11935.0,11949,48,679,40,80,n20
t11950,11937.0,11950,60,442,30,59,n10
t11951,11937.0,11951,72,548,20,23,n14
t11952,11938.0,11952,68,603,40,92,n9
t11953,11938.0,11953,41,243,30,50,n15
t11954,11938.0,11954,79,535,30,26,n19
t11955,11938.0,11955,84,821,10,35,n19
t11956,11939.0,11956,19,291,20,92,n3
t11957,11939.0,11957,41,313,40,57,n15
t11958,11940.0,11958,29,895,30,81,n13
t11959,11942.0,11959,92,233,20,70,n6
t11960,11942.0,11960,84,194,20,63,n10
t11961,11945.0,11961,95,954,40,48,n14
t11962,11946.0,11962,88,901,40,56,n4
t11963,11947.0,11963,76,690,40,50,n20
t11964,11948.0,11964,81,377,10,25,n6
t11965,11948.0,11965,27,585,40,22,n19
t11966,11949.0,11966,92,103,40,100,n1
t11967,11952.0,11967,48,260,40,50,n2
t11968,11953.0,11968,47,866,10,92,n23
t11969,11954.0,11969,58,476,30,56,n3
t11970,11954.0,11970,75,856,40,94,n6
t11971,11956.0,11971,20,839,30,95,n15
t11972,11956.0,11972,30,703,30,78,n19
t11973,11957.0,11973,42,169,10,82,n0
t11974,11958.0,11974,65,675,10,64,n8
t11975,11958.0,11975,24,944,10,54,n10
t11976,11958.0,11976,32,661,10,59,n21
t11977,11959.0,11977,63,518,20,37,n7
t11978,11961.0,11978,45,188,10,72,n4
t11979,11961.0,11979,21,286,10,27,n20
t11980,11962.0,11980,49,190,30,69,n0
t11981,11964.0,11981,81,973,20,38,n17
t11982,11964.0,11982,98,279,20,67,n18
t11983,11965.0,11983,49,592,20,44,n6
t11984,11966.0,11984,62,447,30,52,n12
t11985,11970.0,11985,55,187,30,78,n0
t11986,11970.0,11986,54,563,40,28,n23
t11987,11970.0,11987,13,470,20,83,n24
t11988,11972.0,11988,89,656,30,26,n14
t11989,11972.0,11989,13,826,10,99,n15
t11990,11972.0,11990,97,946,20,77,n15
t11991,11974.0,11991,50,864,30,84,n9
t11992,11975.0,11992,32,515,40,55,n6
t11993,11975.0,11993,63,459,40,83,n19
t11994,11976.0,11994,53,269,30,96,n13
t11995,11977.0,11995,46,455,10,71,n6
t11996,11977.0,11996,13,683,40,70,n8
t11997,11979.0,11997,97,182,20,90,n7
t11998,11979.0,11998,57,718,20,84,n8
t11999,11981.0,11999,58,220,20,75,n15
t12000,11981.0,12000,61,948,10,49,n16
t12001,11981.0,12001,77,639,40,61,n17
t12002,11983.0,12002,15,691,40,53,n14
t12003,11984.0,12003,28,269,10,43,n7
t12004,11984.0,12004,48,221,20,47,n15
t12005,11985.0,12005,59,993,30,42,n7
t12006,11990.0,12006,88,324,40,61,n17
t12007,11991.0,12007,97,788,10,62,n7
t12008,11993.0,12008,76,725,40,96,n19
t12009,11993.0,12009,38,822,20,73,n19
t12010,11994.0,12010,64,202,30,23,n3
t12011,11994.0,12011,50,974,10,51,n4
t12012,11994.0,12012,48,818,10,28,n7
t12013,11994.0,12013,97,344,10,95,n11
t12014,11994.0,12014,13,222,30,99,n11
t12015,11995.0,12015,24,155,10,77,n3
t12016,11996.0,12016,69,463,20,88,n20
t12017,11996.0,12017,30,702,40,29,n24
t12018,11998.0,12018,96,688,40,55,n23
t12019,11999.0,12019,11,359,30,67,n1
t12020,12000.0,12020,43,652,30,59,n1
t12021,12000.0,12021,62,832,10,51,n15
t12022,12005.0,12022,98,730,30,87,n23
t12023,12006.0,12023,66,214,10,75,n9
t12024,12006.0,12024,62,652,30,90,n18
t12025,12008.0,12025,29,800,20,45,n3
t12026,12008.0,12026,42,644,30,91,n11
t12027,12008.0,12027,33,151,10,54,n23
t12028,12009.0,12028,68,370,30,62,n8
t12029,12009.0,12029,68,870,10,95,n9
t12030,12010.0,12030,61,718,10,85,n13
t12031,12011.0,12031,55,401,40,52,n8
t12032,12011.0,12032,87,973,20,26,n16
t12033,12011.0,12033,24,113,40,79,n24
t12034,12012.0,12034,94,187,20,82,n15
t12035,12013.0,12035,27,225,20,65,n1
t12036,12013.0,12036,19,928,40,41,n6
t12037,12015.0,12037,90,178,30,81,n9
t12038,12015.0,12038,38,259,30,61,n19
t12039,12015.0,12039,25,367,10,25,n22
t12040,12016.0,12040,22,445,20,39,n6
t12041,12019.0,12041,59,368,10,100,n5
t12042,12020.0,12042,66,598,10,92,n16
t12043,12021.0,12043,61,567,20,71,n0
t12044,12024.0,12044,48,475,20,35,n10
t12045,12024.0,12045,53,307,10,50,n23
t12046,12025.0,12046,34,866,30,42,n2
t12047,12025.0,12047,33,235,10,24,n23
t12048,12028.0,12048,83,911,30,39,n1
t12049,12030.0,12049,31,570,30,66,n19
t12050,12032.0,12050,82,858,20,53,n18
t12051,12036.0,12051,62,256,30,85,n18
t12052,12037.0,12052,59,398,20,86,n20
t12053,12037.0,12053,21,781,40,57,n22
t12054,12039.0,12054,35,261,30,60,n3
t12055,12039.0,12055,69,774,10,82,n10
t12056,12040.0,12056,72,988,30,89,n6
t12057,12041.0,12057,67,613,30,34,n16
t12058,12042.0,12058,73,742,30,58,n19
t12059,12042.0,12059,27,994,10,55,n22
t12060,12043.0,12060,20,378,40,46,n10
t12061,12043.0,12061,57,976,30,92,n12
t12062,12045.0,12062,53,358,30,28,n6
t12063,12045.0,12063,43,954,40,29,n13
t12064,12046.0,12064,39,925,20,95,n13
t12065,12046.0,12065,57,787,40,79,n24
t12066,12047.0,12066,45,274,30,97,n3
t12067,12047.0,12067,96,196,30,47,n13
t12068,12047.0,12068,55,434,30,38,n18
t12069,12048.0,12069,91,302,20,44,n24
t12070,12051.0,12070,26,552,10,89,n4
t12071,12052.0,12071,83,284,30,21,n23
t12072,12053.0,12072,81,228,10,69,n19
t12073,12057.0,12073,39,192,30,95,n1
t12074,12057.0,12074,61,659,20,45,n4
t12075,12059.0,12075,39,145,40,98,n18
t12076,12062.0,12076,42,875,40,26,n7
t12077,12062.0,12077,58,171,10,82,n12
t12078,12062.0,12078,67,237,10,75,n16
t12079,12064.0,12079,88,952,20,64,n20
t12080,12065.0,12080,50,381,40,80,n5
t12081,12065.0,12081,30,276,20,48,n9
t12082,12069.0,12082,100,630,30,46,n14
t12083,12070.0,12083,10,440,40,46,n7
t12084,12070.0,12084,12,177,40,29,n7
t12085,12072.0,12085,20,965,30,33,n3
t12086,12072.0,12086,47,618,30,44,n7
t12087,12072.0,12087,62,714,40,30,n23
t12088,12073.0,12088,30,382,30,89,n0
t12089,12077.0,12089,63,902,20,60,n22
t12090,12078.0,12090,73,544,10,21,n13
t12091,12081.0,12091,89,179,10,72,n1
t12092,12081.0,12092,76,465,20,98,n10
t12093,12082.0,12093,78,721,30,69,n16
t12094,12082.0,12094,34,621,40,86,n21
t12095,12084.0,12095,63,444,10,66,n7
t12096,12085.0,12096,19,242,30,59,n7
t12097,12086.0,12097,81,324,20,33,n20
t12098,12087.0,12098,14,427,20,57,n11
t12099,12089.0,12099,69,214,10,73,n17
t12100,12093.0,12100,40,833,40,78,n11
t12101,12093.0,12101,46,517,10,71,n23
t12102,12096.0,12102,48,187,10,96,n19
t12103,12096.0,12103,14,796,30,95,n19
t12104,12098.0,12104,60,378,40,59,n17
t12105,12101.0,12105,51,542,20,70,n7
t12106,12103.0,12106,13,336,30,96,n0
t12107,12105.0,12107,80,862,10,51,n12
t12108,12105.0,12108,63,506,40,44,n18
t12109,12106.0,12109,43,422,30,94,n11
t12110,12106.0,12110,18,577,30,96,n21
t12111,12107.0,12111,90,573,40,22,n3
t12112,12109.0,12112,72,471,30,32,n5
t12113,12110.0,12113,27,227,40,79,n22
t12114,12111.0,12114,63,388,10,41,n6
t12115,12111.0,12115,35,969,40,91,n13
t12116,12112.0,12116,43,147,10,89,n19
t12117,12115.0,12117,75,703,40,93,n9
t12118,12116.0,12118,86,726,10,28,n15
t12119,12116.0,12119,40,270,40,23,n16
t12120,12119.0,12120,98,152,20,66,n24
t12121,12120.0,12121,10,603,10,46,n11
t12122,12121.0,12122,85,393,30,69,n5
t12123,12121.0,12123,74,227,10,48,n18
t12124,12121.0,12124,64,950,40,30,n23
t12125,12122.0,12125,23,545,20,64,n17
t12126,12122.0,12126,26,558,30,62,n20
t12127,12124.0,12127,54,275,20,32,n17
t12128,12125.0,12128,37,963,20,47,n4
t12129,12126.0,12129,52,741,30,98,n21
t12130,12129.0,12130,59,458,20,40,n7
t12131,12129.0,12131,63,997,40,23,n8
t12132,12129.0,12132,97,191,10,72,n20
t12133,12133.0,12133,99,392,40,57,n1
t12134,12134.0,12134,94,333,30,82,n16
t12135,12137.0,12135,34,547,40,43,n9
t12136,12139.0,12136,100,756,40,69,n15
t12137,12140.0,12137,72,624,30,67,n9
t12138,12140.0,12138,56,623,20,57,n15
t12139,12140.0,12139,88,441,30,99,n16
t12140,12142.0,12140,36,892,20,20,n6
t12141,12143.0,12141,19,972,10,53,n0
t12142,12144.0,12142,95,905,20,64,n5
t12143,12145.0,12143,58,444,40,38,n22
t12144,12146.0,12144,85,188,30,21,n8
t12145,12146.0,12145,61,313,20,56,n11
t12146,12149.0,12146,70,799,10,27,n1
t12147,12149.0,12147,12,992,30,35,n2
t12148,12149.0,12148,25,754,40,52,n6
t12149,12150.0,12149,86,229,20,31,n8
t12150,12151.0,12150,82,263,20,50,n10
t12151,12153.0,12151,56,238,10,23,n24
t12152,12154.0,12152,91,572,30,50,n14
t12153,12154.0,12153,31,219,20,46,n16
t12154,12156.0,12154,86,877,20,25,n6
t12155,12156.0,12155,100,534,40,67,n9
t12156,12157.0,12156,67,240,30,86,n21
t12157,12157.0,12157,16,774,40,34,n21
t12158,12160.0,12158,87,398,20,100,n6
t12159,12162.0,12159,43,363,40,69,n6
t12160,12162.0,12160,29,597,30,75,n23
t12161,12164.0,12161,80,352,10,59,n9
t12162,12165.0,12162,44,354,40,87,n9
t12163,12165.0,12163,63,510,30,36,n9
t12164,12168.0,12164,73,224,10,37,n8
t12165,12169.0,12165,29,955,40,65,n4
t12166,12170.0,12166,68,871,40,41,n13
t12167,12170.0,12167,88,204,10,72,n18
t12168,12172.0,12168,86,800,30,45,n16
t12169,12172.0,12169,40,817,20,25,n20
t12170,12173.0,12170,65,760,30,46,n11
t12171,12175.0,12171,18,615,10,70,n4
t12172,12178.0,12172,86,109,20,33,n24
t12173,12179.0,12173,75,992,30,96,n19
t12174,12180.0,12174,25,641,30,43,n20
t12175,12181.0,12175,82,643,40,20,n3
t12176,12181.0,12176,23,128,30,30,n18
t12177,12183.0,12177,65,240,10,55,n15
t12178,12183.0,12178,100,736,10,96,n19
t12179,12185.0,12179,79,253,20,32,n24
t12180,12186.0,12180,87,831,10,48,n20
t12181,12187.0,12181,82,955,10,64,n1
t12182,12188.0,12182,49,609,20,84,n4
t12183,12190.0,12183,57,292,30,51,n14
t12184,12192.0,12184,96,758,10,69,n11
t12185,12192.0,12185,22,490,30,94,n19
t12186,12192.0,12186,25,206,20,69,n20
t12187,12193.0,12187,38,456,30,63,n19
t12188,12195.0,12188,52,380,30,45,n18
t12189,12200.0,12189,31,917,20,52,n11
t12190,12202.0,12190,19,516,10,71,n16
t12191,12203.0,12191,82,725,40,87,n11
t12192,12203.0,12192,38,149,10,38,n19
t12193,12205.0,12193,85,778,10,68,n7
t12194,12207.0,12194,27,535,10,63,n16
t12195,12209.0,12195,71,116,40,43,n4
t12196,12213.0,12196,33,450,40,36,n0
t12197,12215.0,12197,39,419,10,99,n9
t12198,12215.0,12198,33,300,40,45,n19
t12199,12215.0,12199,100,279,10,47,n20
t12200,12216.0,12200,47,800,30,61,n4
t12201,12219.0,12201,82,433,10,81,n5
t12202,12219.0,12202,16,547,30,46,n8
t12203,12219.0,12203,61,868,40,52,n20
t12204,12220.0,12204,90,882,10,32,n19
t12205,12221.0,12205,40,356,10,98,n18
t12206,12222.0,12206,40,357,40,70,n0
t12207,12223.0,12207,68,971,20,69,n19
t12208,12223.0,12208,21,150,10,53,n21
t12209,12224.0,12209,43,729,40,31,n6
t12210,12225.0,12210,70,683,30,98,n18
t12211,12229.0,12211,17,733,30,96,n5
t12212,12229.0,12212,44,956,40,97,n22
t12213,12229.0,12213,77,167,40,33,n23
t12214,12229.0,12214,39,375,20,53,n23
t12215,12231.0,12215,20,807,20,22,n11
t12216,12231.0,12216,33,893,40,46,n15
t12217,12232.0,12217,95,856,30,89,n7
t12218,12236.0,12218,65,397,30,36,n4
t12219,12236.0,12219,61,689,10,31,n21
t12220,12236.0,12220,60,398,40,83,n22
t12221,12237.0,12221,78,990,10,93,n17
t12222,12237.0,12222,54,747,30,40,n22
t12223,12240.0,12223,99,108,40,50,n3
t12224,12240.0,12224,58,630,20,88,n3
t12225,12241.0,12225,22,909,10,76,n21
t12226,12241.0,12226,38,165,10,100,n21
t12227,12242.0,12227,61,555,20,25,n1
t12228,12242.0,12228,41,899,40,73,n21
t12229,12243.0,12229,17,936,10,55,n12
t12230,12243.0,12230,44,796,20,92,n21
t12231,12244.0,12231,68,132,10,63,n2
t12232,12244.0,12232,88,210,20,40,n15
t12233,12244.0,12233,57,566,30,80,n22
t12234,12245.0,12234,36,103,10,38,n2
t12235,12245.0,12235,95,110,40,75,n6
t12236,12247.0,12236,97,304,10,49,n4
t12237,12249.0,12237,96,895,40,40,n4
t12238,12249.0,12238,50,645,30,29,n18
t12239,12250.0,12239,33,941,20,70,n5
t12240,12251.0,12240,65,565,20,44,n22
t12241,12252.0,12241,55,744,40,23,n8
t12242,12254.0,12242,89,885,30,91,n20
t12243,12255.0,12243,27,845,10,62,n10
t12244,12256.0,12244,75,539,30,98,n19
t12245,12256.0,12245,20,762,10,33,n22
t12246,12257.0,12246,94,207,40,97,n5
t12247,12257.0,12247,39,312,20,30,n10
t12248,12257.0,12248,70,292,20,56,n23
t12249,12258.0,12249,12,380,20,76,n4
t12250,12258.0,12250,79,289,20,20,n16
t12251,12259.0,12251,27,957,30,87,n1
t12252,12259.0,12252,57,131,10,49,n19
t12253,12259.0,12253,76,879,20,100,n20
t12254,12259.0,12254,65,257,20,55,n22
t12255,12260.0,12255,52,475,20,87,n21
t12256,12263.0,12256,48,381,10,83,n2
t12257,12263.0,12257,84,853,40,48,n19
t12258,12264.0,12258,70,353,40,71,n7
t12259,12264.0,12259,37,130,40,59,n13
t12260,12264.0,12260,62,358,40,65,n13
t12261,12264.0,12261,69,690,10,72,n19
t12262,12264.0,12262,53,134,30,55,n23
t12263,12266.0,12263,25,304,30,58,n9
t12264,12266.0,12264,42,627,40,98,n15
t12265,12269.0,12265,37,337,40,94,n12
t12266,12272.0,12266,51,742,20,42,n2
t12267,12272.0,12267,26,251,30,25,n6
t12268,12272.0,12268,82,806,30,40,n7
t12269,12272.0,12269,36,757,20,76,n12
t12270,12273.0,12270,15,233,10,59,n14
t12271,12274.0,12271,56,199,40,78,n1
t12272,12275.0,12272,52,467,30,81,n19
t12273,12277.0,12273,75,836,10,70,n9
t12274,12281.0,12274,20,285,40,45,n1
t12275,12281.0,12275,27,885,20,51,n5
t12276,12281.0,12276,18,540,10,61,n12
t12277,12281.0,12277,40,678,40,33,n24
t12278,12282.0,12278,97,407,10,51,n7
t12279,12282.0,12279,82,101,20,31,n11
t12280,12284.0,12280,15,116,30,53,n14
t12281,12286.0,12281,41,216,40,40,n5
t12282,12287.0,12282,44,243,20,35,n7
t12283,12287.0,12283,85,457,20,44,n7
t12284,12287.0,12284,16,443,20,63,n10
t12285,12287.0,12285,54,210,40,45,n10
t12286,12287.0,12286,12,596,30,81,n19
t12287,12288.0,12287,59,902,20,62,n8
t12288,12289.0,12288,50,303,30,53,n22
t12289,12291.0,12289,81,385,10,22,n15
t12290,12291.0,12290,85,179,20,52,n21
t12291,12291.0,12291,48,630,10,58,n23
t12292,12293.0,12292,58,271,30,42,n5
t12293,12294.0,12293,92,502,30,23,n13
t12294,12295.0,12294,64,440,30,40,n21
t12295,12298.0,12295,15,241,10,35,n15
t12296,12298.0,12296,96,889,20,84,n24
t12297,12299.0,12297,52,428,40,74,n4
t12298,12299.0,12298,12,643,30,95,n8
t12299,12299.0,12299,30,886,40,28,n14
t12300,12300.0,12300,24,612,40,47,n23
t12301,12300.0,12301,34,234,10,97,n24
t12302,12301.0,12302,41,894,40,28,n16
t12303,12303.0,12303,18,748,10,40,n0
t12304,12303.0,12304,15,708,10,49,n2
t12305,12303.0,12305,29,728,40,35,n6
t12306,12303.0,12306,67,289,30,62,n11
t12307,12305.0,12307,34,410,20,26,n9
t12308,12307.0,12308,37,655,40,49,n10
t12309,12309.0,12309,43,636,30,67,n5
t12310,12309.0,12310,61,836,20,56,n8
t12311,12310.0,12311,70,353,30,71,n9
t12312,12312.0,12312,27,879,30,63,n3
t12313,12312.0,12313,100,489,20,21,n23
t12314,12313.0,12314,42,974,20,91,n13
t12315,12315.0,12315,85,773,10,39,n6
t12316,12316.0,12316,84,597,30,52,n19
t12317,12318.0,12317,84,807,20,74,n20
t12318,12319.0,12318,48,321,30,46,n0
t12319,12319.0,12319,33,411,20,38,n21
t12320,12319.0,12320,47,329,40,85,n24
t12321,12320.0,12321,80,135,40,84,n9
t12322,12320.0,12322,41,367,10,75,n24
t12323,12321.0,12323,69,471,20,81,n21
t12324,12322.0,12324,13,604,40,45,n23
t12325,12323.0,12325,96,499,40,67,n9
t12326,12325.0,12326,33,172,20,22,n9
t12327,12326.0,12327,80,158,20,70,n1
t12328,12326.0,12328,77,543,20,93,n8
t12329,12327.0,12329,36,896,30,29,n1
t12330,12328.0,12330,96,717,20,77,n5
t12331,12328.0,12331,16,754,10,42,n21
t12332,12331.0,12332,98,488,10,78,n0
t12333,12331.0,12333,12,369,10,75,n0
t12334,12331.0,12334,92,539,40,45,n3
t12335,12331.0,12335,62,201,30,88,n4
t12336,12331.0,12336,64,763,40,45,n8
t12337,12331.0,12337,57,457,30,32,n17
t12338,12331.0,12338,38,784,20,76,n24
t12339,12334.0,12339,87,690,30,78,n12
t12340,12334.0,12340,12,573,30,72,n15
t12341,12334.0,12341,29,344,30,30,n16
t12342,12337.0,12342,85,940,40,64,n3
t12343,12339.0,12343,28,276,20,96,n0
t12344,12340.0,12344,64,104,30,32,n20
t12345,12341.0,12345,21,800,10,44,n6
t12346,12341.0,12346,44,192,10,67,n15
t12347,12343.0,12347,25,284,20,21,n14
t12348,12343.0,12348,55,387,30,27,n15
t12349,12344.0,12349,21,744,20,41,n9
t12350,12346.0,12350,69,838,30,66,n3
t12351,12346.0,12351,95,544,40,32,n9
t12352,12346.0,12352,60,905,30,98,n13
t12353,12347.0,12353,66,862,30,65,n21
t12354,12348.0,12354,51,375,40,27,n13
t12355,12348.0,12355,52,647,20,52,n22
t12356,12349.0,12356,84,363,30,66,n6
t12357,12349.0,12357,16,415,10,21,n13
t12358,12351.0,12358,37,900,40,28,n19
t12359,12351.0,12359,69,389,30,62,n20
t12360,12352.0,12360,56,572,30,69,n9
t12361,12353.0,12361,52,129,20,90,n20
t12362,12355.0,12362,70,709,10,47,n0
t12363,12355.0,12363,79,386,20,35,n12
t12364,12356.0,12364,45,763,40,48,n7
t12365,12357.0,12365,52,838,10,62,n0
t12366,12357.0,12366,94,133,30,33,n7
t12367,12357.0,12367,67,812,30,100,n9
t12368,12357.0,12368,63,922,20,40,n11
t12369,12359.0,12369,50,913,20,42,n9
t12370,12361.0,12370,65,421,10,67,n9
t12371,12361.0,12371,86,325,10,72,n15
t12372,12361.0,12372,51,881,40,67,n20
t12373,12361.0,12373,60,470,20,58,n21
t12374,12362.0,12374,57,479,20,67,n13
t12375,12363.0,12375,40,192,30,32,n12
t12376,12363.0,12376,75,947,20,30,n12
t12377,12364.0,12377,97,177,20,95,n2
t12378,12364.0,12378,29,709,30,74,n11
t12379,12365.0,12379,12,824,10,27,n17
t12380,12366.0,12380,53,1000,40,61,n10
t12381,12368.0,12381,70,560,20,50,n12
t12382,12369.0,12382,47,233,20,46,n7
t12383,12369.0,12383,21,359,40,36,n21
t12384,12370.0,12384,12,232,40,70,n13
t12385,12372.0,12385,32,979,20,69,n22
t12386,12373.0,12386,32,603,30,48,n3
t12387,12374.0,12387,63,329,20,97,n7
t12388,12374.0,12388,33,583,20,81,n16
t12389,12374.0,12389,100,802,10,86,n22
t12390,12375.0,12390,34,880,10,94,n18
t12391,12375.0,12391,19,177,30,37,n23
t12392,12376.0,12392,11,264,20,86,n0
t12393,12376.0,12393,76,684,30,26,n19
t12394,12376.0,12394,36,368,40,51,n21
t12395,12376.0,12395,38,816,20,31,n23
t12396,12376.0,12396,87,239,30,30,n24
t12397,12377.0,12397,79,662,20,58,n1
t12398,12378.0,12398,83,791,40,88,n0
t12399,12381.0,12399,67,778,10,74,n8
t12400,12382.0,12400,21,621,40,75,n20
t12401,12383.0,12401,51,239,10,61,n22
t12402,12385.0,12402,85,674,20,87,n9
t12403,12385.0,12403,78,987,40,42,n20
t12404,12386.0,12404,71,300,20,100,n17
t12405,12388.0,12405,97,638,10,44,n16
t12406,12389.0,12406,48,910,10,97,n9
t12407,12390.0,12407,45,683,40,43,n5
t12408,12391.0,12408,97,969,10,44,n22
t12409,12392.0,12409,72,247,40,21,n19
t12410,12392.0,12410,60,690,20,92,n20
t12411,12392.0,12411,38,244,40,88,n21
t12412,12393.0,12412,41,700,20,88,n21
t12413,12395.0,12413,46,835,40,22,n2
t12414,12395.0,12414,23,778,10,60,n23
t12415,12396.0,12415,81,580,20,58,n7
t12416,12400.0,12416,57,323,30,42,n4
t12417,12400.0,12417,86,525,10,83,n10
t12418,12401.0,12418,66,453,40,91,n6
t12419,12401.0,12419,37,137,30,57,n12
t12420,12403.0,12420,74,489,10,43,n9
t12421,12404.0,12421,50,130,40,46,n20
t12422,12404.0,12422,60,950,30,54,n23
t12423,12404.0,12423,16,164,40,69,n24
t12424,12405.0,12424,59,987,20,43,n0
t12425,12405.0,12425,98,944,40,92,n12
t12426,12405.0,12426,56,583,20,59,n22
t12427,12405.0,12427,92,734,20,93,n24
t12428,12406.0,12428,96,727,20,62,n13
t12429,12411.0,12429,32,682,10,34,n23
t12430,12413.0,12430,89,749,20,58,n23
t12431,12413.0,12431,76,273,30,42,n24
t12432,12417.0,12432,41,816,40,55,n0
t12433,12419.0,12433,70,387,20,56,n20
t12434,12421.0,12434,38,278,20,21,n0
t12435,12421.0,12435,100,534,20,78,n23
t12436,12422.0,12436,19,831,30,54,n20
t12437,12423.0,12437,11,359,40,59,n8
t12438,12425.0,12438,52,224,40,24,n9
t12439,12425.0,12439,48,131,30,97,n17
t12440,12425.0,12440,30,850,30,81,n22
t12441,12426.0,12441,21,452,20,64,n20
t12442,12426.0,12442,11,619,10,83,n24
t12443,12427.0,12443,82,838,40,55,n19
t12444,12428.0,12444,62,597,10,97,n2
t12445,12428.0,12445,30,271,30,85,n10
t12446,12428.0,12446,72,512,40,97,n23
t12447,12433.0,12447,59,711,20,67,n7
t12448,12435.0,12448,31,977,10,69,n24
t12449,12436.0,12449,19,798,20,69,n17
t12450,12439.0,12450,88,335,30,59,n6
t12451,12440.0,12451,25,247,40,44,n12
t12452,12441.0,12452,19,719,20,93,n17
t12453,12441.0,12453,47,338,40,59,n22
t12454,12442.0,12454,12,822,20,46,n17
t12455,12443.0,12455,31,200,40,29,n11
t12456,12443.0,12456,65,803,10,89,n24
t12457,12445.0,12457,84,635,10,95,n13
t12458,12445.0,12458,67,194,40,54,n23
t12459,12448.0,12459,85,444,10,83,n3
t12460,12448.0,12460,44,762,30,85,n5
t12461,12448.0,12461,32,482,40,71,n18
t12462,12450.0,12462,22,783,20,79,n7
t12463,12450.0,12463,86,169,40,81,n13
t12464,12451.0,12464,86,390,30,59,n5
t12465,12451.0,12465,40,674,30,28,n19
t12466,12452.0,12466,47,908,20,33,n12
t12467,12452.0,12467,22,530,20,34,n18
t12468,12455.0,12468,11,707,40,40,n9
t12469,12457.0,12469,97,945,40,87,n3
t12470,12458.0,12470,38,356,10,83,n21
