TaskName,GenerationTime,TaskID,TaskSize,CyclesPerBit,TransBitRate,DDL,SrcName
t21768,21632.0,21768,89,385,40,47,n24
t21769,21636.0,21769,72,167,20,95,n10
t21770,21637.0,21770,80,484,40,25,n29
t21771,21637.0,21771,42,604,30,43,n29
t21772,21639.0,21772,34,492,10,69,n0
t21773,21640.0,21773,58,181,10,52,n10
t21774,21640.0,21774,36,242,10,87,n29
t21775,21641.0,21775,53,797,20,31,n7
t21776,21641.0,21776,74,139,40,73,n28
t21777,21643.0,21777,90,653,40,84,n12
t21778,21645.0,21778,91,880,30,44,n21
t21779,21647.0,21779,68,414,40,91,n6
t21780,21648.0,21780,27,587,10,51,n3
t21781,21648.0,21781,52,536,20,25,n5
t21782,21650.0,21782,46,177,30,97,n10
t21783,21651.0,21783,44,151,30,37,n24
t21784,21652.0,21784,49,138,40,81,n0
t21785,21652.0,21785,88,823,30,72,n12
t21786,21656.0,21786,31,836,20,80,n29
t21787,21657.0,21787,32,488,20,35,n19
t21788,21658.0,21788,60,806,10,73,n13
t21789,21659.0,21789,51,334,10,100,n2
t21790,21659.0,21790,38,309,40,48,n17
t21791,21660.0,21791,35,612,20,70,n6
t21792,21661.0,21792,54,649,10,62,n8
t21793,21661.0,21793,19,621,40,71,n16
t21794,21662.0,21794,66,133,20,93,n18
t21795,21662.0,21795,51,205,10,93,n18
t21796,21663.0,21796,43,349,10,35,n12
t21797,21666.0,21797,74,563,20,77,n7
t21798,21668.0,21798,63,841,40,20,n10
t21799,21669.0,21799,89,792,20,89,n10
t21800,21669.0,21800,55,272,40,90,n22
t21801,21671.0,21801,99,518,20,99,n25
t21802,21671.0,21802,97,327,20,95,n27
t21803,21672.0,21803,24,233,10,42,n21
t21804,21672.0,21804,48,567,20,70,n24
t21805,21673.0,21805,39,934,20,94,n10
t21806,21673.0,21806,72,521,10,90,n11
t21807,21674.0,21807,32,354,20,76,n17
t21808,21675.0,21808,56,269,30,99,n0
t21809,21679.0,21809,24,744,30,72,n2
t21810,21679.0,21810,19,831,10,53,n25
t21811,21680.0,21811,67,425,20,52,n6
t21812,21682.0,21812,73,404,40,42,n6
t21813,21683.0,21813,80,723,30,68,n14
t21814,21685.0,21814,21,912,30,38,n29
t21815,21686.0,21815,45,779,10,22,n17
t21816,21687.0,21816,27,379,10,63,n24
t21817,21688.0,21817,96,314,40,53,n8
t21818,21689.0,21818,85,777,20,81,n1
t21819,21692.0,21819,65,508,40,57,n18
t21820,21692.0,21820,75,453,40,87,n26
t21821,21693.0,21821,74,359,30,28,n21
t21822,21694.0,21822,78,138,20,58,n13
t21823,21695.0,21823,49,486,10,38,n22
t21824,21698.0,21824,94,876,20,98,n1
t21825,21698.0,21825,71,342,30,91,n14
t21826,21699.0,21826,46,558,20,61,n15
t21827,21699.0,21827,54,614,40,38,n23
t21828,21701.0,21828,26,611,40,58,n19
t21829,21703.0,21829,62,536,20,100,n10
t21830,21704.0,21830,70,228,10,86,n8
t21831,21704.0,21831,46,751,40,77,n28
t21832,21705.0,21832,95,270,40,56,n14
t21833,21705.0,21833,87,940,20,51,n15
t21834,21706.0,21834,17,289,10,93,n28
t21835,21707.0,21835,99,679,30,28,n1
t21836,21708.0,21836,80,354,30,94,n17
t21837,21708.0,21837,87,707,40,56,n23
t21838,21710.0,21838,76,536,10,20,n25
t21839,21712.0,21839,38,186,30,67,n6
t21840,21712.0,21840,84,523,40,83,n16
t21841,21720.0,21841,19,340,10,97,n14
t21842,21723.0,21842,91,167,30,56,n15
t21843,21723.0,21843,60,438,20,29,n22
t21844,21724.0,21844,76,153,10,67,n4
t21845,21724.0,21845,94,764,40,89,n20
t21846,21726.0,21846,29,498,20,85,n12
t21847,21726.0,21847,68,823,30,86,n15
t21848,21726.0,21848,65,590,10,43,n25
t21849,21727.0,21849,73,550,30,20,n12
t21850,21727.0,21850,78,473,20,62,n28
t21851,21729.0,21851,72,178,10,69,n2
t21852,21730.0,21852,30,328,10,40,n12
t21853,21730.0,21853,10,345,40,64,n29
t21854,21731.0,21854,64,674,30,86,n27
t21855,21732.0,21855,95,595,10,58,n24
t21856,21733.0,21856,98,993,10,97,n21
t21857,21735.0,21857,84,192,30,36,n19
t21858,21735.0,21858,20,401,30,65,n26
t21859,21736.0,21859,92,573,20,53,n6
t21860,21739.0,21860,62,706,30,30,n16
t21861,21739.0,21861,31,450,40,44,n24
t21862,21739.0,21862,50,528,40,69,n28
t21863,21740.0,21863,57,298,20,73,n2
t21864,21740.0,21864,58,334,20,58,n5
t21865,21742.0,21865,36,868,20,31,n3
t21866,21742.0,21866,30,261,40,79,n9
t21867,21743.0,21867,46,709,10,57,n6
t21868,21743.0,21868,85,429,40,62,n6
t21869,21744.0,21869,15,531,30,51,n25
t21870,21745.0,21870,11,402,40,96,n20
t21871,21746.0,21871,15,207,20,100,n10
t21872,21747.0,21872,71,302,10,86,n17
t21873,21748.0,21873,94,564,10,58,n7
t21874,21749.0,21874,15,479,20,98,n11
t21875,21752.0,21875,45,405,10,97,n0
t21876,21752.0,21876,65,942,30,38,n10
t21877,21754.0,21877,93,735,30,24,n17
t21878,21754.0,21878,54,720,10,83,n22
t21879,21755.0,21879,97,337,30,71,n12
t21880,21757.0,21880,66,752,40,94,n10
t21881,21757.0,21881,22,368,10,41,n21
t21882,21758.0,21882,33,239,10,96,n29
t21883,21760.0,21883,27,553,40,32,n18
t21884,21761.0,21884,54,726,20,47,n5
t21885,21763.0,21885,93,460,10,51,n4
t21886,21763.0,21886,93,149,20,71,n14
t21887,21765.0,21887,47,126,20,43,n0
t21888,21766.0,21888,45,128,30,26,n3
t21889,21766.0,21889,22,685,30,55,n7
t21890,21766.0,21890,82,133,40,80,n13
t21891,21766.0,21891,25,314,40,26,n27
t21892,21768.0,21892,14,728,40,91,n4
t21893,21769.0,21893,63,287,20,81,n17
t21894,21769.0,21894,83,435,10,36,n20
t21895,21770.0,21895,69,752,40,48,n0
t21896,21770.0,21896,45,554,30,88,n0
t21897,21772.0,21897,61,862,20,86,n10
t21898,21775.0,21898,82,129,10,31,n15
t21899,21775.0,21899,99,859,10,31,n27
t21900,21776.0,21900,86,912,40,47,n7
t21901,21776.0,21901,10,512,20,70,n13
t21902,21781.0,21902,11,441,30,46,n10
t21903,21781.0,21903,70,957,10,62,n27
t21904,21782.0,21904,85,966,30,77,n10
t21905,21783.0,21905,96,220,40,92,n7
t21906,21784.0,21906,52,246,30,65,n0
t21907,21784.0,21907,16,109,10,27,n13
t21908,21784.0,21908,66,810,30,20,n24
t21909,21785.0,21909,11,760,20,80,n2
t21910,21785.0,21910,91,557,20,88,n28
t21911,21788.0,21911,72,944,30,78,n6
t21912,21788.0,21912,50,164,20,21,n27
t21913,21789.0,21913,35,651,30,83,n15
t21914,21790.0,21914,31,685,30,45,n4
t21915,21791.0,21915,51,369,10,94,n19
t21916,21792.0,21916,23,680,40,37,n26
t21917,21795.0,21917,87,520,40,31,n8
t21918,21798.0,21918,34,366,20,62,n10
t21919,21799.0,21919,11,735,10,97,n7
t21920,21799.0,21920,27,302,20,78,n17
t21921,21800.0,21921,81,727,10,72,n11
t21922,21802.0,21922,30,747,20,47,n13
t21923,21802.0,21923,76,620,20,100,n24
t21924,21807.0,21924,21,251,10,38,n10
t21925,21807.0,21925,74,990,20,57,n28
t21926,21808.0,21926,69,516,40,96,n8
t21927,21809.0,21927,34,100,40,69,n17
t21928,21811.0,21928,100,949,30,54,n27
t21929,21813.0,21929,61,516,30,62,n0
t21930,21813.0,21930,20,179,20,45,n24
t21931,21813.0,21931,50,553,40,93,n24
t21932,21813.0,21932,79,835,10,27,n27
t21933,21814.0,21933,87,280,10,26,n12
t21934,21815.0,21934,65,153,30,67,n16
t21935,21816.0,21935,71,815,20,36,n2
t21936,21816.0,21936,46,228,10,63,n21
t21937,21817.0,21937,78,296,20,69,n16
t21938,21818.0,21938,17,734,30,76,n24
t21939,21819.0,21939,33,844,40,32,n20
t21940,21820.0,21940,23,891,20,96,n13
t21941,21820.0,21941,86,438,10,86,n23
t21942,21821.0,21942,74,999,30,27,n5
t21943,21823.0,21943,94,644,10,82,n6
t21944,21825.0,21944,37,269,20,64,n15
t21945,21826.0,21945,96,233,10,76,n4
t21946,21829.0,21946,67,636,20,64,n20
t21947,21829.0,21947,50,445,20,27,n29
t21948,21831.0,21948,67,613,40,32,n5
t21949,21835.0,21949,24,769,20,88,n4
t21950,21835.0,21950,77,906,10,55,n5
t21951,21835.0,21951,23,864,30,35,n29
t21952,21836.0,21952,33,531,10,88,n8
t21953,21837.0,21953,36,591,40,71,n10
t21954,21837.0,21954,12,995,10,57,n20
t21955,21838.0,21955,46,837,20,35,n3
t21956,21838.0,21956,98,485,20,69,n4
t21957,21841.0,21957,42,753,10,53,n6
t21958,21841.0,21958,72,409,30,74,n16
t21959,21841.0,21959,84,502,10,66,n27
t21960,21843.0,21960,68,959,40,72,n13
t21961,21843.0,21961,76,742,40,86,n22
t21962,21845.0,21962,59,211,20,32,n4
t21963,21845.0,21963,79,103,30,28,n21
t21964,21846.0,21964,76,682,10,44,n3
t21965,21846.0,21965,54,869,20,32,n15
t21966,21846.0,21966,71,722,30,39,n17
t21967,21848.0,21967,48,278,30,23,n1
t21968,21848.0,21968,49,870,10,90,n27
t21969,21849.0,21969,40,684,30,82,n5
t21970,21850.0,21970,78,583,40,33,n15
t21971,21850.0,21971,72,851,20,41,n22
t21972,21851.0,21972,93,817,10,82,n16
t21973,21852.0,21973,86,392,30,71,n6
t21974,21853.0,21974,71,871,40,65,n25
t21975,21855.0,21975,59,994,30,83,n0
t21976,21856.0,21976,73,166,40,26,n13
t21977,21856.0,21977,70,699,20,41,n16
t21978,21856.0,21978,52,814,40,51,n23
t21979,21857.0,21979,73,765,10,61,n22
t21980,21858.0,21980,24,744,20,25,n3
t21981,21858.0,21981,75,134,20,75,n28
t21982,21860.0,21982,33,720,40,67,n2
t21983,21862.0,21983,45,468,20,34,n14
t21984,21863.0,21984,57,135,40,69,n26
t21985,21866.0,21985,61,165,40,29,n0
t21986,21866.0,21986,14,740,30,86,n23
t21987,21867.0,21987,84,667,30,51,n25
t21988,21868.0,21988,14,542,30,44,n1
t21989,21868.0,21989,50,802,10,96,n10
t21990,21868.0,21990,53,876,20,22,n11
t21991,21868.0,21991,62,900,30,91,n12
t21992,21869.0,21992,43,660,30,28,n6
t21993,21869.0,21993,25,459,20,55,n8
t21994,21870.0,21994,77,883,20,50,n21
t21995,21871.0,21995,44,590,40,70,n15
t21996,21871.0,21996,34,626,30,52,n16
t21997,21871.0,21997,83,451,30,80,n20
t21998,21872.0,21998,14,243,40,50,n19
t21999,21875.0,21999,87,110,30,45,n26
t22000,21876.0,22000,38,335,40,41,n1
t22001,21876.0,22001,80,741,30,70,n22
t22002,21876.0,22002,50,694,30,80,n25
t22003,21876.0,22003,96,406,40,56,n27
t22004,21877.0,22004,56,951,10,67,n15
t22005,21878.0,22005,57,559,40,50,n5
t22006,21878.0,22006,67,500,10,22,n17
t22007,21879.0,22007,79,548,40,84,n24
t22008,21882.0,22008,98,848,10,21,n7
t22009,21883.0,22009,52,771,40,69,n4
t22010,21883.0,22010,61,785,30,43,n10
t22011,21883.0,22011,77,829,40,35,n19
t22012,21884.0,22012,69,153,40,55,n18
t22013,21885.0,22013,94,911,30,90,n3
t22014,21886.0,22014,61,282,30,34,n14
t22015,21888.0,22015,57,466,40,22,n11
t22016,21888.0,22016,40,381,30,44,n18
t22017,21888.0,22017,54,151,20,83,n20
t22018,21889.0,22018,20,689,20,43,n4
t22019,21889.0,22019,74,457,10,52,n27
t22020,21891.0,22020,71,411,40,58,n2
t22021,21892.0,22021,63,986,20,49,n0
t22022,21892.0,22022,43,778,10,78,n13
t22023,21892.0,22023,60,604,20,71,n21
t22024,21892.0,22024,14,848,30,51,n28
t22025,21893.0,22025,52,937,20,59,n17
t22026,21898.0,22026,56,584,10,55,n7
t22027,21898.0,22027,17,727,30,22,n25
t22028,21898.0,22028,65,147,40,64,n29
t22029,21899.0,22029,100,340,40,99,n5
t22030,21899.0,22030,37,547,10,56,n14
t22031,21902.0,22031,23,622,10,63,n5
t22032,21902.0,22032,26,447,40,81,n11
t22033,21903.0,22033,96,284,20,57,n19
t22034,21903.0,22034,89,838,10,58,n28
t22035,21903.0,22035,83,126,30,80,n29
t22036,21904.0,22036,25,143,40,50,n1
t22037,21905.0,22037,24,227,30,57,n3
t22038,21905.0,22038,50,466,30,61,n4
t22039,21906.0,22039,65,842,30,43,n3
t22040,21906.0,22040,52,151,40,26,n4
t22041,21907.0,22041,85,353,30,38,n15
t22042,21909.0,22042,25,995,10,40,n5
t22043,21909.0,22043,82,374,20,99,n20
t22044,21911.0,22044,49,340,40,98,n4
t22045,21911.0,22045,50,442,20,79,n14
t22046,21911.0,22046,20,519,40,58,n29
t22047,21913.0,22047,90,927,30,82,n17
t22048,21913.0,22048,78,516,40,50,n25
t22049,21914.0,22049,78,736,30,34,n11
t22050,21915.0,22050,19,162,20,20,n0
t22051,21915.0,22051,14,587,30,76,n3
t22052,21917.0,22052,19,636,40,82,n25
t22053,21921.0,22053,55,575,10,34,n22
t22054,21922.0,22054,10,239,20,40,n19
t22055,21923.0,22055,94,418,40,26,n18
t22056,21924.0,22056,49,220,40,63,n16
t22057,21925.0,22057,83,975,10,30,n25
t22058,21926.0,22058,89,212,20,44,n4
t22059,21926.0,22059,81,945,40,25,n8
t22060,21926.0,22060,29,695,20,48,n10
t22061,21927.0,22061,51,874,30,29,n16
t22062,21927.0,22062,73,350,40,99,n26
t22063,21928.0,22063,62,470,30,76,n2
t22064,21929.0,22064,19,268,20,100,n8
t22065,21932.0,22065,74,317,30,61,n25
t22066,21933.0,22066,49,810,30,70,n5
t22067,21934.0,22067,18,730,30,43,n15
t22068,21936.0,22068,34,486,30,56,n4
t22069,21937.0,22069,36,234,30,46,n27
t22070,21939.0,22070,42,995,30,95,n27
t22071,21940.0,22071,60,457,20,50,n14
t22072,21942.0,22072,82,435,20,71,n6
t22073,21943.0,22073,67,727,40,99,n27
t22074,21944.0,22074,18,374,20,57,n17
t22075,21944.0,22075,59,241,40,74,n23
t22076,21945.0,22076,58,253,40,43,n17
t22077,21946.0,22077,37,238,20,69,n29
t22078,21947.0,22078,91,116,20,99,n2
t22079,21948.0,22079,37,260,30,68,n26
t22080,21949.0,22080,77,180,10,28,n2
t22081,21949.0,22081,29,373,30,20,n3
t22082,21951.0,22082,69,173,40,49,n6
t22083,21951.0,22083,55,807,30,42,n9
t22084,21952.0,22084,66,567,20,36,n4
t22085,21953.0,22085,62,803,20,36,n3
t22086,21953.0,22086,36,274,10,51,n7
t22087,21953.0,22087,56,947,20,23,n11
t22088,21953.0,22088,12,404,20,62,n28
t22089,21956.0,22089,83,541,30,41,n3
t22090,21957.0,22090,87,577,10,68,n7
t22091,21958.0,22091,13,560,10,32,n14
t22092,21958.0,22092,16,503,40,28,n26
t22093,21959.0,22093,30,916,20,46,n16
t22094,21960.0,22094,24,809,30,89,n21
t22095,21960.0,22095,42,420,30,86,n23
t22096,21962.0,22096,50,963,30,49,n13
t22097,21962.0,22097,38,464,20,46,n14
t22098,21963.0,22098,51,183,10,72,n13
t22099,21963.0,22099,73,180,30,41,n22
t22100,21964.0,22100,63,322,30,57,n1
t22101,21964.0,22101,49,318,40,49,n16
t22102,21965.0,22102,46,751,30,25,n11
t22103,21966.0,22103,98,292,10,62,n7
t22104,21967.0,22104,91,651,40,28,n2
t22105,21969.0,22105,38,385,10,70,n2
t22106,21969.0,22106,31,484,30,31,n10
t22107,21969.0,22107,65,753,40,54,n19
t22108,21970.0,22108,71,411,40,25,n3
t22109,21970.0,22109,12,971,30,69,n24
t22110,21971.0,22110,50,357,20,55,n2
t22111,21973.0,22111,39,318,20,37,n15
t22112,21973.0,22112,93,200,20,94,n22
t22113,21973.0,22113,68,195,30,36,n25
t22114,21976.0,22114,38,688,30,52,n26
t22115,21977.0,22115,32,883,40,28,n7
t22116,21980.0,22116,58,271,20,78,n10
t22117,21980.0,22117,80,154,20,27,n25
t22118,21980.0,22118,90,870,20,46,n28
t22119,21981.0,22119,23,338,10,23,n13
t22120,21981.0,22120,88,602,20,45,n27
t22121,21984.0,22121,71,396,30,21,n9
t22122,21984.0,22122,83,335,20,89,n14
t22123,21984.0,22123,48,705,40,53,n15
t22124,21984.0,22124,54,961,20,28,n26
t22125,21984.0,22125,94,937,20,69,n28
t22126,21986.0,22126,87,724,10,82,n7
t22127,21986.0,22127,13,581,40,91,n8
t22128,21989.0,22128,52,499,10,90,n6
t22129,21989.0,22129,94,531,30,85,n8
t22130,21990.0,22130,18,185,40,33,n10
t22131,21990.0,22131,51,251,30,47,n23
t22132,21990.0,22132,55,373,20,62,n25
t22133,21991.0,22133,13,403,30,40,n18
t22134,21991.0,22134,64,205,10,22,n24
t22135,21993.0,22135,21,824,10,23,n7
t22136,21994.0,22136,91,447,20,38,n5
t22137,21994.0,22137,95,220,10,73,n16
t22138,21994.0,22138,90,467,10,77,n27
t22139,21996.0,22139,50,195,30,36,n14
t22140,21997.0,22140,34,168,30,54,n2
t22141,21997.0,22141,63,890,30,78,n5
t22142,21998.0,22142,97,311,30,80,n0
t22143,21999.0,22143,59,418,20,35,n9
t22144,22001.0,22144,79,843,20,77,n5
t22145,22005.0,22145,30,197,40,96,n3
t22146,22005.0,22146,81,444,20,39,n26
t22147,22007.0,22147,22,850,40,85,n8
t22148,22009.0,22148,52,716,30,77,n12
t22149,22011.0,22149,100,594,20,71,n19
t22150,22011.0,22150,92,831,10,80,n23
t22151,22012.0,22151,19,597,10,87,n25
t22152,22014.0,22152,68,758,10,51,n5
t22153,22014.0,22153,66,547,10,74,n26
t22154,22015.0,22154,50,871,10,24,n24
t22155,22016.0,22155,18,233,20,89,n9
t22156,22016.0,22156,49,655,10,95,n27
t22157,22017.0,22157,22,129,20,75,n16
t22158,22018.0,22158,39,851,40,56,n14
t22159,22019.0,22159,59,760,20,94,n7
t22160,22021.0,22160,98,136,20,22,n15
t22161,22021.0,22161,18,822,30,33,n25
t22162,22022.0,22162,80,791,30,26,n29
t22163,22023.0,22163,36,467,40,76,n12
t22164,22023.0,22164,57,293,10,64,n12
t22165,22024.0,22165,14,985,30,75,n0
t22166,22024.0,22166,49,408,30,72,n5
t22167,22024.0,22167,71,572,10,88,n16
t22168,22025.0,22168,58,700,40,46,n17
t22169,22026.0,22169,10,224,10,25,n9
t22170,22026.0,22170,26,381,10,33,n14
t22171,22026.0,22171,31,654,10,49,n15
t22172,22027.0,22172,41,984,20,40,n6
t22173,22027.0,22173,16,435,10,60,n29
t22174,22028.0,22174,22,612,30,79,n10
t22175,22028.0,22175,72,924,30,65,n26
t22176,22029.0,22176,16,648,20,29,n23
t22177,22031.0,22177,53,998,40,93,n13
t22178,22031.0,22178,54,404,30,45,n17
t22179,22032.0,22179,63,780,20,27,n29
t22180,22033.0,22180,17,139,20,49,n10
t22181,22033.0,22181,51,600,20,70,n25
t22182,22033.0,22182,98,443,30,99,n26
t22183,22034.0,22183,60,807,30,30,n12
t22184,22034.0,22184,43,942,30,78,n18
t22185,22035.0,22185,89,136,10,68,n0
t22186,22035.0,22186,50,287,30,85,n16
t22187,22035.0,22187,23,877,10,80,n24
t22188,22036.0,22188,53,931,10,45,n5
t22189,22036.0,22189,23,894,30,95,n8
t22190,22037.0,22190,14,483,10,99,n21
t22191,22037.0,22191,29,393,30,96,n28
t22192,22039.0,22192,24,401,20,60,n9
t22193,22044.0,22193,50,112,10,38,n20
t22194,22044.0,22194,55,595,40,44,n24
t22195,22045.0,22195,15,240,20,81,n1
t22196,22045.0,22196,65,464,40,40,n1
t22197,22045.0,22197,97,667,40,79,n6
t22198,22045.0,22198,93,553,30,28,n27
t22199,22047.0,22199,86,280,40,96,n3
t22200,22047.0,22200,86,872,10,49,n29
t22201,22051.0,22201,31,559,10,49,n2
t22202,22054.0,22202,89,272,20,97,n2
t22203,22055.0,22203,11,994,30,38,n12
t22204,22055.0,22204,57,811,30,58,n14
t22205,22056.0,22205,28,769,20,97,n25
t22206,22057.0,22206,68,754,40,68,n28
t22207,22060.0,22207,84,490,10,54,n4
t22208,22060.0,22208,15,589,20,26,n14
t22209,22061.0,22209,52,282,20,73,n2
t22210,22061.0,22210,53,378,40,92,n5
t22211,22063.0,22211,98,623,40,57,n8
t22212,22063.0,22212,19,801,30,86,n11
t22213,22064.0,22213,26,344,40,83,n2
t22214,22068.0,22214,38,813,30,42,n14
t22215,22069.0,22215,12,216,10,98,n26
t22216,22069.0,22216,99,161,20,88,n28
t22217,22072.0,22217,72,170,10,55,n11
t22218,22074.0,22218,75,350,10,50,n11
t22219,22075.0,22219,48,637,40,28,n5
t22220,22079.0,22220,21,284,10,88,n2
t22221,22080.0,22221,51,292,30,60,n3
t22222,22080.0,22222,100,440,10,49,n23
t22223,22081.0,22223,61,239,30,41,n20
t22224,22082.0,22224,89,198,40,96,n0
t22225,22083.0,22225,53,732,40,61,n7
t22226,22084.0,22226,42,892,40,49,n0
t22227,22084.0,22227,31,368,10,92,n24
t22228,22085.0,22228,42,821,30,60,n7
t22229,22085.0,22229,69,339,10,54,n19
t22230,22086.0,22230,49,321,40,89,n8
t22231,22086.0,22231,51,828,40,26,n9
t22232,22087.0,22232,95,878,20,23,n0
t22233,22087.0,22233,42,364,10,31,n24
t22234,22088.0,22234,61,723,40,69,n1
t22235,22089.0,22235,89,640,40,62,n1
t22236,22089.0,22236,10,227,40,94,n9
t22237,22089.0,22237,93,854,10,61,n20
t22238,22089.0,22238,69,155,40,88,n22
t22239,22089.0,22239,92,399,40,69,n26
t22240,22090.0,22240,97,462,40,81,n1
t22241,22090.0,22241,83,566,10,85,n12
t22242,22090.0,22242,11,909,30,65,n22
t22243,22091.0,22243,60,599,30,65,n5
t22244,22091.0,22244,42,419,30,81,n26
t22245,22092.0,22245,10,520,40,61,n6
t22246,22092.0,22246,43,971,10,70,n10
t22247,22093.0,22247,84,794,30,32,n6
t22248,22095.0,22248,59,895,40,87,n13
t22249,22098.0,22249,24,910,40,35,n13
t22250,22098.0,22250,64,973,40,59,n21
t22251,22099.0,22251,99,235,30,63,n5
t22252,22099.0,22252,68,974,40,89,n18
t22253,22100.0,22253,22,808,10,93,n26
t22254,22101.0,22254,34,275,40,26,n20
t22255,22101.0,22255,76,423,20,76,n29
t22256,22102.0,22256,82,581,20,33,n23
t22257,22103.0,22257,34,981,20,51,n6
t22258,22103.0,22258,70,608,10,22,n12
t22259,22103.0,22259,77,808,40,78,n22
t22260,22104.0,22260,35,185,30,90,n15
t22261,22105.0,22261,75,832,20,24,n16
t22262,22105.0,22262,83,856,40,36,n21
t22263,22106.0,22263,37,665,40,62,n10
t22264,22106.0,22264,58,613,20,61,n13
t22265,22106.0,22265,96,613,20,96,n19
t22266,22107.0,22266,40,789,30,89,n27
t22267,22107.0,22267,53,702,40,79,n29
t22268,22108.0,22268,76,166,40,49,n0
t22269,22109.0,22269,56,306,30,62,n13
t22270,22110.0,22270,100,726,20,73,n3
t22271,22113.0,22271,60,834,30,44,n10
t22272,22113.0,22272,79,249,30,97,n18
t22273,22114.0,22273,78,906,30,33,n2
t22274,22114.0,22274,76,557,20,87,n24
t22275,22116.0,22275,88,456,10,26,n27
t22276,22119.0,22276,46,713,40,35,n7
t22277,22119.0,22277,53,873,40,93,n26
t22278,22121.0,22278,95,381,10,84,n13
t22279,22121.0,22279,56,436,40,47,n22
t22280,22121.0,22280,77,618,40,94,n28
t22281,22121.0,22281,62,458,10,87,n29
t22282,22122.0,22282,53,838,30,86,n10
t22283,22123.0,22283,71,260,30,38,n12
t22284,22123.0,22284,41,190,10,70,n27
t22285,22124.0,22285,78,250,20,83,n8
t22286,22124.0,22286,38,1000,20,30,n14
t22287,22124.0,22287,23,525,10,88,n15
t22288,22126.0,22288,52,175,30,57,n10
t22289,22127.0,22289,90,703,40,39,n21
t22290,22132.0,22290,69,757,30,34,n20
t22291,22133.0,22291,56,334,40,60,n15
t22292,22135.0,22292,41,436,40,21,n4
t22293,22135.0,22293,90,272,30,55,n15
t22294,22136.0,22294,55,950,40,66,n4
t22295,22140.0,22295,70,160,10,49,n8
t22296,22144.0,22296,19,875,10,35,n3
t22297,22145.0,22297,30,659,10,91,n17
t22298,22146.0,22298,80,382,40,95,n0
t22299,22146.0,22299,46,164,40,97,n16
t22300,22147.0,22300,23,961,30,72,n2
t22301,22147.0,22301,64,352,20,32,n4
t22302,22148.0,22302,43,387,40,72,n2
t22303,22151.0,22303,36,213,20,76,n19
t22304,22152.0,22304,70,400,10,47,n7
t22305,22153.0,22305,27,467,20,76,n1
t22306,22153.0,22306,36,513,30,91,n16
t22307,22154.0,22307,98,277,10,46,n12
t22308,22155.0,22308,39,892,40,40,n8
t22309,22156.0,22309,10,205,40,66,n6
t22310,22156.0,22310,17,435,30,73,n23
t22311,22156.0,22311,91,961,40,82,n26
t22312,22157.0,22312,23,402,20,65,n7
t22313,22157.0,22313,99,318,20,68,n23
t22314,22159.0,22314,25,197,40,87,n13
t22315,22161.0,22315,28,161,40,44,n17
t22316,22161.0,22316,94,348,40,67,n17
t22317,22162.0,22317,25,471,10,43,n25
t22318,22162.0,22318,70,249,30,92,n28
t22319,22164.0,22319,33,884,30,95,n11
t22320,22165.0,22320,49,243,30,40,n4
t22321,22165.0,22321,34,274,10,39,n25
t22322,22166.0,22322,54,434,40,97,n8
t22323,22167.0,22323,11,565,20,61,n7
t22324,22168.0,22324,42,156,10,69,n12
t22325,22168.0,22325,80,825,10,93,n24
t22326,22170.0,22326,50,232,40,97,n19
t22327,22171.0,22327,88,887,40,97,n3
t22328,22173.0,22328,37,128,20,46,n4
t22329,22174.0,22329,78,221,30,46,n29
t22330,22176.0,22330,41,292,20,89,n1
t22331,22176.0,22331,22,542,10,91,n8
t22332,22177.0,22332,73,760,10,21,n15
t22333,22177.0,22333,29,921,10,82,n17
t22334,22178.0,22334,12,643,10,90,n23
t22335,22179.0,22335,82,967,10,58,n11
t22336,22180.0,22336,62,778,20,68,n19
t22337,22180.0,22337,24,154,10,63,n25
t22338,22181.0,22338,52,211,30,74,n0
t22339,22182.0,22339,29,310,40,76,n11
t22340,22182.0,22340,26,742,10,58,n25
t22341,22185.0,22341,97,526,30,33,n6
t22342,22186.0,22342,59,706,30,57,n1
t22343,22188.0,22343,92,121,20,35,n11
t22344,22188.0,22344,17,416,10,51,n18
t22345,22193.0,22345,95,563,20,94,n3
t22346,22193.0,22346,64,670,30,49,n16
t22347,22193.0,22347,24,123,30,50,n22
t22348,22194.0,22348,73,180,10,79,n18
t22349,22195.0,22349,31,482,20,46,n23
t22350,22195.0,22350,88,802,20,21,n23
t22351,22196.0,22351,34,258,40,44,n11
t22352,22197.0,22352,16,209,10,91,n0
t22353,22197.0,22353,86,187,20,74,n4
t22354,22197.0,22354,84,173,10,82,n19
t22355,22197.0,22355,43,892,40,31,n24
t22356,22198.0,22356,35,610,30,39,n2
t22357,22199.0,22357,55,167,20,72,n9
t22358,22199.0,22358,98,571,40,86,n14
t22359,22201.0,22359,24,315,20,87,n4
t22360,22201.0,22360,23,763,30,98,n15
t22361,22202.0,22361,64,550,30,46,n26
t22362,22202.0,22362,99,790,30,20,n28
t22363,22204.0,22363,60,797,30,90,n19
t22364,22204.0,22364,40,204,30,80,n24
t22365,22204.0,22365,48,670,40,40,n27
t22366,22206.0,22366,87,907,30,73,n20
t22367,22207.0,22367,57,176,10,44,n21
t22368,22209.0,22368,42,641,20,24,n21
t22369,22209.0,22369,67,363,30,61,n27
t22370,22210.0,22370,20,174,40,66,n17
t22371,22210.0,22371,15,889,30,85,n19
t22372,22210.0,22372,90,411,40,54,n27
t22373,22213.0,22373,28,224,40,57,n0
